class,proposed_action,name,district,agent_class,confidence,years,evidence_url,evidence_quote,searched,note,id
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Claudia Valenzuela,Palmdale School District,NO_EVIDENCE,high,,,,"(1) current board page palmdalesd.org (uREC_ID=4322297 pREC_ID=2531617): absent; (2) Wayback palmdalesd.org/domain/43 2016-08, 2018-11, 2021-01, 2023-01, 2024-05: absent; (3) RR/CC Palmdale SD lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Palmdale SD elections page (2013-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,8a0d4875-70b5-4678-badb-4e1b8caa432c
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Maria Garcia,Palmdale School District,NO_EVIDENCE,high,,,,"(1) current board page palmdalesd.org (uREC_ID=4322297 pREC_ID=2531617): absent; (2) Wayback palmdalesd.org/domain/43 2016-08, 2018-11, 2021-01, 2023-01, 2024-05: absent; (3) RR/CC Palmdale SD lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Palmdale SD elections page (2013-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",Only AV Press hit: a parent named Maria Garcia who teaches folklorico at Antelope Elementary (2026-05-16). Name-only match; not a trustee and not disproof.,ccf4cf8f-30b7-48ba-a610-07ccd10a6e78
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Stephanie Davis,Palmdale School District,NO_EVIDENCE,high,,,,"(1) current board page palmdalesd.org (uREC_ID=4322297 pREC_ID=2531617): absent; (2) Wayback palmdalesd.org/domain/43 2016-08, 2018-11, 2021-01, 2023-01, 2024-05: absent; (3) RR/CC Palmdale SD lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Palmdale SD elections page (2013-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",AV Press hits were unrelated wire stories.,6dab5ac4-59ef-47c3-8b38-9fa416831041
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Yvonne Ghandchi,Palmdale School District,NO_EVIDENCE,high,,,,"(1) current board page palmdalesd.org (uREC_ID=4322297 pREC_ID=2531617): absent; (2) Wayback palmdalesd.org/domain/43 2016-08, 2018-11, 2021-01, 2023-01, 2024-05: absent; (3) RR/CC Palmdale SD lists 2017-2026 and county-wide school JSON: no match; AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Palmdale SD elections page (2013-2026): absent; WebSearch combined query: nothing. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,a6c61934-8f51-44f2-946b-7df4d1ba31d2
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Jay Imperial,Rosemead School District,NO_EVIDENCE,medium,,,,"(1) current page https://www.rosemead.k12.ca.us/board/our-governance-team; (2) Wayback board pages 2010, 2012 (District/285-Board-of-Trustees.html), 2020, 2021, 2023 (/domain/256); (3) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (4) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used. Minutes (Simbli / AgendaOnline) not searched: JS-only.",No hit.,3ed8f158-6f91-4e96-9181-09e4783c010c
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Sandra Herrera,Rosemead School District,NO_EVIDENCE,medium,,,,"(1) current page https://www.rosemead.k12.ca.us/board/our-governance-team; (2) Wayback board pages 2010, 2012 (District/285-Board-of-Trustees.html), 2020, 2021, 2023 (/domain/256); (3) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (4) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used. Minutes (Simbli / AgendaOnline) not searched: JS-only.",No hit.,e771a832-0b22-4788-8c40-d314898dfeeb
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Tara Ly,Rosemead School District,NO_EVIDENCE,medium,,,,"(1) current page https://www.rosemead.k12.ca.us/board/our-governance-team; (2) Wayback board pages 2010, 2012 (District/285-Board-of-Trustees.html), 2020, 2021, 2023 (/domain/256); (3) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (4) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used. Minutes (Simbli / AgendaOnline) not searched: JS-only.",No hit.,3548fca1-d0d3-402c-a69b-4292382dc6cf
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Teresa Pimentel,Rosemead School District,NO_EVIDENCE,medium,,,,"(1) current page https://www.rosemead.k12.ca.us/board/our-governance-team; (2) Wayback board pages 2010, 2012 (District/285-Board-of-Trustees.html), 2020, 2021, 2023 (/domain/256); (3) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (4) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used. Minutes (Simbli / AgendaOnline) not searched: JS-only.",No hit.,ee672e7d-063a-4803-a7cc-96522e2529ab
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Doree Frome,Saugus Union School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.saugususd.org/governing-board (live); (2) Wayback rosters 2013, 2016, 2019, 2020, 2022, 2023, 2024; current and 2022 administration pages; (3) one combined WebSearch incl. Summy/Frome (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Saugus roster 2013-2026 and RR/CC 2017-2026.,d6e8aae4-9dca-4594-9caf-03c374092d47
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Gale Reyes,Saugus Union School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.saugususd.org/governing-board (live); (2) Wayback rosters 2013, 2016, 2019, 2020, 2022, 2023, 2024; current and 2022 administration pages; (3) one combined WebSearch incl. Summy/Frome (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Saugus roster 2013-2026 and RR/CC 2017-2026.,c471d672-413b-42ef-862b-2acf76e8c000
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Lance Christensen,Saugus Union School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.saugususd.org/governing-board (live); (2) Wayback rosters 2013, 2016, 2019, 2020, 2022, 2023, 2024; current and 2022 administration pages; (3) one combined WebSearch incl. Summy/Frome (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).","Absent from every Saugus roster 2013-2026 and RR/CC 2017-2026. Name matches a 2022 statewide candidate for CA Superintendent of Public Instruction (from background knowledge, not verified this session); that is a name-only match with no Saugus link, so not used as disproof.",713aba1d-06cc-4631-97b5-de89302df717
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Steve Summy,Saugus Union School District,NO_EVIDENCE,medium,,,,"(1) current board page https://www.saugususd.org/governing-board (live); (2) Wayback rosters 2013, 2016, 2019, 2020, 2022, 2023, 2024; current and 2022 administration pages; (3) one combined WebSearch incl. Summy/Frome (no relevant results). General web search was not usable this session: Bing returned first-word-only junk, Brave/DuckDuckGo/Mojeek/Startpage returned captchas, WebSearch quota (3) spent on appointment dates. Used instead: AV Press site search (avpress.com/search), Ballotpedia, all LA RR/CC school-board candidate lists 2017-2026 (rrcc_school.json, 1726 rows, no match).",Absent from every Saugus roster 2013-2026 and RR/CC 2017-2026.,b12d15ac-a768-4aca-a4d2-4377eabbab1b
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Gloria Ornelas,South Whittier School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) South Whittier rosters 2007 (WDN), 2017, 2020 (Wayback), 2022 (WDN), 2025 signed minutes (OCR of Jun-Oct 2025 PDFs), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any South Whittier roster found (2007, 2017-2026). Looks like a made-up seed name.",aa99212b-41fc-484a-a7cd-20b65c1ed751
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Monica Hernandez,South Whittier School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) South Whittier rosters 2007 (WDN), 2017, 2020 (Wayback), 2022 (WDN), 2025 signed minutes (OCR of Jun-Oct 2025 PDFs), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any South Whittier roster found (2007, 2017-2026). Looks like a made-up seed name.",0ae3edf9-e0ce-43b2-8950-3ec5de00e43e
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Norma Lopez,South Whittier School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) South Whittier rosters 2007 (WDN), 2017, 2020 (Wayback), 2022 (WDN), 2025 signed minutes (OCR of Jun-Oct 2025 PDFs), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any South Whittier roster found (2007, 2017-2026). Looks like a made-up seed name.",5622c1c2-3ba1-4695-a691-7c564af304d0
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Raymond Cazarez,South Whittier School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) South Whittier rosters 2007 (WDN), 2017, 2020 (Wayback), 2022 (WDN), 2025 signed minutes (OCR of Jun-Oct 2025 PDFs), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any South Whittier roster found (2007, 2017-2026). Looks like a made-up seed name.",9c4191fc-8460-43ca-9a18-29c4251abba9
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Santos Garcia,South Whittier School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) South Whittier rosters 2007 (WDN), 2017, 2020 (Wayback), 2022 (WDN), 2025 signed minutes (OCR of Jun-Oct 2025 PDFs), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any South Whittier roster found (2007, 2017-2026). Looks like a made-up seed name.",b7e2ec3f-d1e8-44c9-94d6-7d89c5daaf54
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Danielle Zefferino,Sulphur Springs Union School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2010/2012/2020/2021/2024 (2013-2018 member page not archived); 2014 home page list of former members (Joan McGregor, Steve Sturgeon, Paul Strickland); district history/superintendent/staff-directory pages (absent); RR/CC lists 2017-2026 (name absent); Wikipedia; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Gap: 2013-2018 roster not readable; the TA3 seat holder before Brenda Martinez Gerson (elected 2018) is unknown, so service in that window cannot be ruled out.",c5a9c6f7-c0f1-477f-b078-23bf17e54709
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Judy Fearing,Sulphur Springs Union School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2010/2012/2020/2021/2024 (2013-2018 member page not archived); 2014 home page list of former members (Joan McGregor, Steve Sturgeon, Paul Strickland); district history/superintendent/staff-directory pages (absent); RR/CC lists 2017-2026 (name absent); Wikipedia; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Gap: 2013-2018 roster not readable; the TA3 seat holder before Brenda Martinez Gerson (elected 2018) is unknown, so service in that window cannot be ruled out.",265f1d35-3b92-48b3-b68d-fc34b0681f96
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Marty Steckel,Sulphur Springs Union School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2010/2012/2020/2021/2024 (2013-2018 member page not archived); 2014 home page list of former members (Joan McGregor, Steve Sturgeon, Paul Strickland); district history/superintendent/staff-directory pages (absent); RR/CC lists 2017-2026 (name absent); Wikipedia; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Gap: 2013-2018 roster not readable; the TA3 seat holder before Brenda Martinez Gerson (elected 2018) is unknown, so service in that window cannot be ruled out.",d46e969c-5a86-4a9f-aa58-6bbc633a2d92
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Mary Chadwick,Sulphur Springs Union School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2010/2012/2020/2021/2024 (2013-2018 member page not archived); 2014 home page list of former members (Joan McGregor, Steve Sturgeon, Paul Strickland); district history/superintendent/staff-directory pages (absent); RR/CC lists 2017-2026 (name absent); Wikipedia; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Gap: 2013-2018 roster not readable; the TA3 seat holder before Brenda Martinez Gerson (elected 2018) is unknown, so service in that window cannot be ruled out.",1d5c3afc-9614-4090-b083-3458f334a9be
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Melissa Linton,Sulphur Springs Union School District,NO_EVIDENCE,medium,,,,"current board page; Wayback rosters 2010/2012/2020/2021/2024 (2013-2018 member page not archived); 2014 home page list of former members (Joan McGregor, Steve Sturgeon, Paul Strickland); district history/superintendent/staff-directory pages (absent); RR/CC lists 2017-2026 (name absent); Wikipedia; bing.sh degraded (returns results for first word only, e.g. 'Arturo' restaurants); brave.sh CAPTCHA-blocked; DDG-lite worked for 2 queries then 403/406/CAPTCHA; WebSearch quota (3) spent on Lennox vacancy, SSSD names, Lawndale names","Gap: 2013-2018 roster not readable; the TA3 seat holder before Brenda Martinez Gerson (elected 2018) is unknown, so service in that window cannot be ruled out.",38066707-6a62-40b8-a749-a94823c58326
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Adela Martinez,Valle Lindo School District,NO_EVIDENCE,high,,,,"(1) current page http://www.vallelindo.k12.ca.us/apps/pages/index.jsp?uREC_ID=1211155&type=d&pREC_ID=1447330; (2) Wayback board pages 2005, 2016 (no names in text), 2019, 2021, 2023, 2025; (3) full-text grep of 224 agenda/minutes PDFs 2018-2026 from the Board Meetings page (scanned ones OCR'd, first 3 pages); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit. (The real trustee is Rudy Martinez.),6b5b7342-cb31-4e47-9367-97cc363acd1f
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Guillermo Gutierrez,Valle Lindo School District,NO_EVIDENCE,high,,,,"(1) current page http://www.vallelindo.k12.ca.us/apps/pages/index.jsp?uREC_ID=1211155&type=d&pREC_ID=1447330; (2) Wayback board pages 2005, 2016 (no names in text), 2019, 2021, 2023, 2025; (3) full-text grep of 224 agenda/minutes PDFs 2018-2026 from the Board Meetings page (scanned ones OCR'd, first 3 pages); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit.,f1a78f8e-85b9-459c-91b1-0091dc6cfb27
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Jose Rios,Valle Lindo School District,NO_EVIDENCE,high,,,,"(1) current page http://www.vallelindo.k12.ca.us/apps/pages/index.jsp?uREC_ID=1211155&type=d&pREC_ID=1447330; (2) Wayback board pages 2005, 2016 (no names in text), 2019, 2021, 2023, 2025; (3) full-text grep of 224 agenda/minutes PDFs 2018-2026 from the Board Meetings page (scanned ones OCR'd, first 3 pages); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used","Namesake: RR/CC 4324 (2024-11) 'JOSE M. RIOS | School Board President | ... NORWALK' for NORWALK-LA MIRADA USD Trustee Area 3 (a different district, about 12 mi away). Name-only match; not treated as disproof.",b1078a3e-d578-49a4-a3b9-88e7fc97df2d
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Margarita Lopez,Valle Lindo School District,NO_EVIDENCE,high,,,,"(1) current page http://www.vallelindo.k12.ca.us/apps/pages/index.jsp?uREC_ID=1211155&type=d&pREC_ID=1447330; (2) Wayback board pages 2005, 2016 (no names in text), 2019, 2021, 2023, 2025; (3) full-text grep of 224 agenda/minutes PDFs 2018-2026 from the Board Meetings page (scanned ones OCR'd, first 3 pages); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit.,0e216216-3902-4217-944e-01defde50d1b
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Monica Torres,Valle Lindo School District,NO_EVIDENCE,high,,,,"(1) current page http://www.vallelindo.k12.ca.us/apps/pages/index.jsp?uREC_ID=1211155&type=d&pREC_ID=1447330; (2) Wayback board pages 2005, 2016 (no names in text), 2019, 2021, 2023, 2025; (3) full-text grep of 224 agenda/minutes PDFs 2018-2026 from the Board Meetings page (scanned ones OCR'd, first 3 pages); (4) RR/CC candidate lists 2017-2026 (all LA County contests in scratchpad rrcc/*.html); (5) bing.sh returned degraded results (matches only the first word of the query, e.g. 'Yvette' clothing / 'Ana' airline) and bs.sh (Brave) returned a captcha; DDG/Mojeek/Startpage/searx also blocked - no usable web-search results; WebSearch tool not used",No hit.,84bd92c2-dd7a-470a-a6d1-d4b6f4808842
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Cassie Thomas,Westside Union School District,NO_EVIDENCE,high,,,,"(1) current trustees page westside.k12.ca.us/trustees: absent; (2) Wayback 2003-12 board_info.htm, 2014-01, 2017, 2020, 2023 /trustees: absent (2009 page had names only in images); (3) RR/CC Westside lists 2017-2026 and county-wide school JSON: no match (only MEGAN CRAWFORD, Palos Verdes, unrelated); AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Westside page (2026 only): absent. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,b615a7a7-443f-4490-84a5-040116bd1708
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,John Valles,Westside Union School District,NO_EVIDENCE,high,,,,"(1) current trustees page westside.k12.ca.us/trustees: absent; (2) Wayback 2003-12 board_info.htm, 2014-01, 2017, 2020, 2023 /trustees: absent (2009 page had names only in images); (3) RR/CC Westside lists 2017-2026 and county-wide school JSON: no match (only MEGAN CRAWFORD, Palos Verdes, unrelated); AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Westside page (2026 only): absent. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",Only AV Press hit is an unrelated UCLA sports story.,a4af047c-985c-4deb-9718-d4bfce2871a0
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Joseph Crawford,Westside Union School District,NO_EVIDENCE,high,,,,"(1) current trustees page westside.k12.ca.us/trustees: absent; (2) Wayback 2003-12 board_info.htm, 2014-01, 2017, 2020, 2023 /trustees: absent (2009 page had names only in images); (3) RR/CC Westside lists 2017-2026 and county-wide school JSON: no match (only MEGAN CRAWFORD, Palos Verdes, unrelated); AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Westside page (2026 only): absent. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",Only AV Press hit is an unrelated press release.,81f85c7b-7abf-4b9e-80f0-38daf0d48fba
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Kelly Kizer,Westside Union School District,NO_EVIDENCE,high,,,,"(1) current trustees page westside.k12.ca.us/trustees: absent; (2) Wayback 2003-12 board_info.htm, 2014-01, 2017, 2020, 2023 /trustees: absent (2009 page had names only in images); (3) RR/CC Westside lists 2017-2026 and county-wide school JSON: no match (only MEGAN CRAWFORD, Palos Verdes, unrelated); AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Westside page (2026 only): absent. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,c3c75a0a-6555-4058-a75f-cd14132c8d7a
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Sandy Derrick,Westside Union School District,NO_EVIDENCE,high,,,,"(1) current trustees page westside.k12.ca.us/trustees: absent; (2) Wayback 2003-12 board_info.htm, 2014-01, 2017, 2020, 2023 /trustees: absent (2009 page had names only in images); (3) RR/CC Westside lists 2017-2026 and county-wide school JSON: no match (only MEGAN CRAWFORD, Palos Verdes, unrelated); AV Press quoted-name search: 0 relevant hits; Google News RSS: none; Ballotpedia Westside page (2026 only): absent. bing.sh and bs.sh (Brave) were unusable this session: Bing returned unrelated results for every query (it ignored the quoted terms), Brave returned a captcha. Used instead: AV Press site search (avpress.com/search, quoted name, archive about 2015-2026), Google News RSS, Ballotpedia district election pages, and the county-wide RR/CC school-board candidate JSON (rrcc_school.json, 2017-2026).",,12c889ee-fe4c-4f02-aba8-54f27476ce45
"B NO EVIDENCE - deactivate, keep closed term tagged unverified",deactivate; clear party; tag term unverified,Danny Argueta,Whittier City School District,NO_EVIDENCE,high,,,,"(1) current board page; (2) Whittier City rosters 2007 (WDN), 2016, 2019, 2021, 2023, 2025 (Wayback), 2026 (live): name absent; (3) Web search: bing.sh returned off-topic results (Bing reduces quoted queries to generic terms for this client) and bs.sh (Brave) returned a captcha, so I ran whittierdailynews.com site search for the name + district: no relevant article. Also grepped every RR/CC candidate list in the packet dir (2017-11 through 2026-11, all LA County contests): name never filed.","Not on any Whittier City roster found (2007, 2016-2026). Looks like a made-up seed name.",c3dc758d-378f-4867-91c1-00422760ef54
