class,proposed_action,name,district,term_state,term_end,is_incumbent,party,agent_class,confidence,years,evidence_url,evidence_quote,roster_span,roster_complete,note,id
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Anthony Medina,montebello unified,CLOSED,2024-12-12,f,Nonpartisan,NO_EVIDENCE,low,,,,"1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",False,"LEAD, NOT PROOF: a search-engine snippet pointed to a VOTE411 voter-guide entry (onyourballot.vote411.org race id 69228351) for an Anthony Medina running for the MUSD board: an East LA native and LAUSD social studies teacher. The page returns 404 now, so I could not read or quote it. He is not in an",75c60e41-1ef0-426b-9899-67b8796ea4b8
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Christina Lara,montebello unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",False,"Only unrelated LinkedIn profiles found. Recorded end date 2022-12 implies a 2018-2022 term; 2018 winners came from the RR/CC list, which does not include her.",f8dddc8f-f5aa-4e6e-be08-7f686436b3db
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Lorraine Abundis,montebello unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",False,No web presence for this exact name at all. Search surfaced only a different MUSD employee (Lorraine Verduzco) and an unrelated wedding registry.,051b8e30-2ddf-4e74-95ac-f02ca3abbeea
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Paul Shelton,montebello unified,CLOSED,2024-12-12,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",False,Absent from all roster snapshots and from every election winner list 2013-2026. Only other hits were unrelated people named Shelton.,6ded6ac5-dcf5-4e96-aba6-8fc32c827a36
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Vanessa Ramirez,montebello unified,NO_TERM,,t,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",False,Common name; nothing ties the full name to the MUSD board. No term row in our data.,c5d72741-5ca0-4aad-ae06-486b1186d070
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Vicky Martinez,montebello unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,,,"1997, 2002, 2004 (district board page snapshots, all 5 seats); 2013-2026 via election winners (Ballotpedia 2013/2015, WDN 2018/2020 articles, RR/CC 2018-2026)",False,Common name; no source ties the full name to this board.,60fb595d-32dd-46b2-a090-b8c5b48d208b
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,David Gallardo,norwalk la mirada unified,CLOSED,2024-12-15,f,Nonpartisan,NO_EVIDENCE,high,,https://go.boarddocs.com/ca/nlmusd/Board.nsf/goto?open&id=DW2KWN53E1F1,"Yes: Norma Amezcua, Jose Rios, Robert Cancio, Narcis Brasov, Becky Langenwalter, Espie Free, Mark Copland","2005-12 to 2026-08 (elections 2001-2013, board page Sep 2009, BoardDocs roll-call votes every 2 months Oct 2013-Aug 2026, RR/CC 2018-2026)",True,"All 7 NLM seats are accounted for from Dec 2005 to Aug 2026 (bimonthly roll-call votes from Oct 2013), and this name appears in none of them; recorded end 2024-12-15 falls inside that span. Common name; NLM agendas mention staff member Elizabeth Gallardo and Sophia Woo-Gallardo, not a David Gallardo",6684b629-12c1-46ac-80ea-6d9e7bf51c6c
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Doug Goist,norwalk la mirada unified,CLOSED,2024-12-15,f,Nonpartisan,NO_EVIDENCE,high,,https://go.boarddocs.com/ca/nlmusd/Board.nsf/goto?open&id=DW2KWN53E1F1,"Yes: Norma Amezcua, Jose Rios, Robert Cancio, Narcis Brasov, Becky Langenwalter, Espie Free, Mark Copland","2005-12 to 2026-08 (elections 2001-2013, board page Sep 2009, BoardDocs roll-call votes every 2 months Oct 2013-Aug 2026, RR/CC 2018-2026)",True,"All 7 NLM seats are accounted for from Dec 2005 to Aug 2026 (bimonthly roll-call votes from Oct 2013), and this name appears in none of them; recorded end 2024-12-15 falls inside that span. Service before Dec 2005 is only partly covered (elections 2001, 2003, 2005). NLM trustees found: Garcia, Adams",52380601-bf5d-4f66-b982-dc79f6a98132
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Patricia Mitchell,norwalk la mirada unified,CLOSED,2022-12-11,f,Nonpartisan,NO_EVIDENCE,high,,https://go.boarddocs.com/ca/nlmusd/Board.nsf/goto?open&id=DW2KWN53E1F1,"Yes: Norma Amezcua, Jose Rios, Robert Cancio, Narcis Brasov, Becky Langenwalter, Espie Free, Mark Copland","2005-12 to 2026-08 (elections 2001-2013, board page Sep 2009, BoardDocs roll-call votes every 2 months Oct 2013-Aug 2026, RR/CC 2018-2026)",True,"All 7 NLM seats are accounted for from Dec 2005 to Aug 2026 (bimonthly roll-call votes from Oct 2013), and this name appears in none of them; recorded end 2022-12-11 falls inside that span. Service before Dec 2005 is only partly covered (elections 2001, 2003, 2005). NLM trustees found: Garcia, Adams",e28513df-231a-420c-9b8c-1ad3b4646d73
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Rosy Simas,norwalk la mirada unified,CLOSED,2022-12-11,f,Nonpartisan,NO_EVIDENCE,high,,https://go.boarddocs.com/ca/nlmusd/Board.nsf/goto?open&id=DW2KWN53E1F1,"Yes: Norma Amezcua, Jose Rios, Robert Cancio, Narcis Brasov, Becky Langenwalter, Espie Free, Mark Copland","2005-12 to 2026-08 (elections 2001-2013, board page Sep 2009, BoardDocs roll-call votes every 2 months Oct 2013-Aug 2026, RR/CC 2018-2026)",True,"All 7 NLM seats are accounted for from Dec 2005 to Aug 2026 (bimonthly roll-call votes from Oct 2013), and this name appears in none of them; recorded end 2022-12-11 falls inside that span. Service before Dec 2005 is only partly covered (elections 2001, 2003, 2005). NLM trustees found: Garcia, Adams",af24991f-7ac0-4264-a7db-7d15963ed06e
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Terri Apodaca,norwalk la mirada unified,CLOSED,2022-12-11,f,Nonpartisan,NO_EVIDENCE,high,,https://go.boarddocs.com/ca/nlmusd/Board.nsf/goto?open&id=DW2KWN53E1F1,"Yes: Norma Amezcua, Jose Rios, Robert Cancio, Narcis Brasov, Becky Langenwalter, Espie Free, Mark Copland","2005-12 to 2026-08 (elections 2001-2013, board page Sep 2009, BoardDocs roll-call votes every 2 months Oct 2013-Aug 2026, RR/CC 2018-2026)",True,"All 7 NLM seats are accounted for from Dec 2005 to Aug 2026 (bimonthly roll-call votes from Oct 2013), and this name appears in none of them; recorded end 2022-12-11 falls inside that span. NLM agendas mention a Mr. Robert Apodaca (program director) and a Stacy Apodaca (parent); neither is Terri Apo",f5bc9f89-8f84-4a76-bc7c-a7c05e01813e
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Cindy Byelich,palos verdes peninsula unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,2005-2016 continuous and 2022-2026 continuous (2001-05 partial; 2016-2022 via RR/CC only),True,"Absent from PVPUSD rosters 2001-2016 and the complete 2022-2026 board (incl. 2025 Hamill vacancy filled by Linda Reid), and from RR/CC 2018-2026. Name has no web footprint at all.",7cbf6f43-43d0-4a61-84ed-277eb3a8cf05
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,David Maron,palos verdes peninsula unified,CLOSED,2025-09-24,f,Nonpartisan,NO_EVIDENCE,high,,,,2005-2016 continuous and 2022-2026 continuous (2001-05 partial; 2016-2022 via RR/CC only),True,"Absent from PVPUSD rosters 2001-2016 and the complete 2022-2026 board (incl. 2025 Hamill vacancy filled by Linda Reid), and from RR/CC 2018-2026. Recorded end 2025-09-24 falls in the 2022-2026 span, which is fully accounted for (the only 2025 change was Hamill -> Reid).",649e6bdf-eaed-40aa-b383-3af5725209f3
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Sandra Dorit,palos verdes peninsula unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,2005-2016 continuous and 2022-2026 continuous (2001-05 partial; 2016-2022 via RR/CC only),True,"Absent from PVPUSD rosters 2001-2016 and the complete 2022-2026 board (incl. 2025 Hamill vacancy filled by Linda Reid), and from RR/CC 2018-2026.",c95c888a-8857-421b-af4f-63ddcbace789
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Stacy Hollingsworth,palos verdes peninsula unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,2005-2016 continuous and 2022-2026 continuous (2001-05 partial; 2016-2022 via RR/CC only),True,"Absent from PVPUSD rosters 2001-2016 and the complete 2022-2026 board (incl. 2025 Hamill vacancy filled by Linda Reid), and from RR/CC 2018-2026.",9163f6fc-8e93-4065-a49b-a009ff443477
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Susan Craig,palos verdes peninsula unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2005-2016 continuous and 2022-2026 continuous (2001-05 partial; 2016-2022 via RR/CC only),True,"Absent from PVPUSD rosters 2001-2016 and the complete 2022-2026 board (incl. 2025 Hamill vacancy filled by Linda Reid), and from RR/CC 2018-2026. The only 'Craig' on PV pages is Craig Huey (endorser, 2015).",96ee62ec-4a0d-4d02-8d2d-43b84f16a9de
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Dennis Trujillo,paramount unified,CLOSED,2022-12-13,f,Nonpartisan,WRONG_SEAT,medium,,https://www.tpaa.org/board-of-directors/,serving six years as a Board Trustee for the Palmdale School District,"2001-2026 elections (2001, 2003 results; 2005, 2009 lists; 2011 uncontested; no contested race 2007/2013/2015; RR/CC 2018-2026). Full seat roster Dec 2011-Dec 2018.",True,"[agent said WRONG_SEAT, name-only/weak -> no-evidence] Same name as the Palmdale SD trustee in the hint (appointed 2014, re-elected 2015, 6 years; now on the Palmdale Aerospace Academy board). Identity with our row is not proven, but no Paramount link found and the name is absent from all Paramount candidate lists 2001-2026. All five seats were held by ",326107a2-c531-4f59-8879-9ea19f7d0d64
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Maria Avalos,paramount unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,https://resources.finalsite.net/images/v1754057582/paramountk12caus/bx89jahwckewouxlqrsr/December122016SupportingDocuments.pdf,"5 – Trustees Anderson, Cuellar, Garcia, Hansen, Peña","2001-2026 elections (2001, 2003 results; 2005, 2009 lists; 2011 uncontested; no contested race 2007/2013/2015; RR/CC 2018-2026). Full seat roster Dec 2011-Dec 2018.",True,"Common name. A Maria Avalos ran for Downey USD Trustee Area 4 in Nov 2015 (confirmed on the 2015 Smart Voter page) and lost; that is a candidacy, not a held seat, and no Paramount link was found. All five seats were held by Tony Peña, Sonya Cuellar, Alicia Anderson, Linda Garcia and Vivian Hansen fr",0214504a-cd44-4fe8-baf3-fec1796efe1a
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Ramon Quintero,paramount unified,CLOSED,2024-12-17,f,Nonpartisan,NO_EVIDENCE,medium,,https://resources.finalsite.net/images/v1754057582/paramountk12caus/bx89jahwckewouxlqrsr/December122016SupportingDocuments.pdf,"5 – Trustees Anderson, Cuellar, Garcia, Hansen, Peña","2001-2026 elections (2001, 2003 results; 2005, 2009 lists; 2011 uncontested; no contested race 2007/2013/2015; RR/CC 2018-2026). Full seat roster Dec 2011-Dec 2018.",True,"All five seats were held by Tony Peña, Sonya Cuellar, Alicia Anderson, Linda Garcia and Vivian Hansen from at least Dec 2011 to Dec 2018 (2011 uncontested Garcia/Hansen; Peña/Cuellar/Anderson on 2009 list and all five voting in the Oct/Dec 2016 minutes); 2018-2026 seats are covered by RR/CC lists. G",3a2a57d8-5502-45ef-aece-3ed0ba1d1e53
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Richard Martinez,paramount unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,https://resources.finalsite.net/images/v1754057582/paramountk12caus/bx89jahwckewouxlqrsr/December122016SupportingDocuments.pdf,"5 – Trustees Anderson, Cuellar, Garcia, Hansen, Peña","2001-2026 elections (2001, 2003 results; 2005, 2009 lists; 2011 uncontested; no contested race 2007/2013/2015; RR/CC 2018-2026). Full seat roster Dec 2011-Dec 2018.",True,"Common name. A Richard A. Martinez has been a Little Lake City SD trustee since 1999 (Santa Fe Springs), but nothing ties that person to our row, so this is not classed WRONG_SEAT. The only Martinez on the Paramount board is Diane J. Martinez (elected 2020). All five seats were held by Tony Peña, So",5841f6ec-7b0b-4ccf-9edb-6469c1fe3e48
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Sandra Soto,paramount unified,CLOSED,2024-12-17,f,Nonpartisan,NO_EVIDENCE,medium,,https://resources.finalsite.net/images/v1754057582/paramountk12caus/bx89jahwckewouxlqrsr/December122016SupportingDocuments.pdf,"5 – Trustees Anderson, Cuellar, Garcia, Hansen, Peña","2001-2026 elections (2001, 2003 results; 2005, 2009 lists; 2011 uncontested; no contested race 2007/2013/2015; RR/CC 2018-2026). Full seat roster Dec 2011-Dec 2018.",True,"Common name; no Paramount USD staff or board hit. All five seats were held by Tony Peña, Sonya Cuellar, Alicia Anderson, Linda Garcia and Vivian Hansen from at least Dec 2011 to Dec 2018 (2011 uncontested Garcia/Hansen; Peña/Cuellar/Anderson on 2009 list and all five voting in the Oct/Dec 2016 minut",0821276c-0847-4557-9611-2de17f57939b
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Cynthia Cervantes Jackson,pasadena unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,high,,,,2004-2017 continuous seat-by-seat; 2024 snapshot; RR/CC 2018-2026,True,"Absent from every PUSD seat 2004-2017 (incl. 2013 and 2015 appointments), the 2024 board, and RR/CC 2018-2026. Side note: Azusa USD's superintendent 2006-2010 was 'Cynthia Cervantes McGuire' (Azusa board page) - a similar name in a different district and role; no link to Pasadena found.",7e2ecc87-9c9d-413d-9948-dfb688e59088
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Adriana Camorlinga,pomona unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,Absent from all PUSD rosters 2001-2026; no source ties the name to PUSD.,d9e394d9-3e01-4643-ae70-90fbccc5aeb7
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Ashley Johnson,pomona unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,"Name absent from every PUSD election 2001-2026 and from Ballotpedia board lists. Common name; nothing ties it to the PUSD board. Recorded end 2022-12-13 matches no PUSD seat change we can see (2022 winners were Konigar-Macklin, Perlman, Nashua, Tye).",a72b6e3b-1f34-4469-b9d1-622b64496927
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Chuck Kauffman,pomona unified,NO_TERM,,t,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,"Only hit is Kauffman Elementary School in Pomona (a school that dates to c.1910), which does not show a trustee named Chuck Kauffman. Absent from all PUSD rosters 2001-2026.",54dbc290-591b-4a01-95c4-6c2c80c68195
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,David Buerge,pomona unified,NO_TERM,,t,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,Absent from all PUSD rosters 2001-2026; no source ties the name to Pomona.,3f09884f-950d-462b-821f-6161c5d52784
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Evelyne Aquilar,pomona unified,CLOSED,2024-12-10,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,Absent from all PUSD rosters 2001-2026 (also checked the 'Aguilar' spelling).,ca63670f-2000-490e-9a99-0317684f1ad9
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Isabel Cruz,pomona unified,CLOSED,2022-12-13,f,Nonpartisan,NO_EVIDENCE,medium,,,,2001-2026,False,"Common name; absent from all PUSD rosters 2001-2026. Do not confuse with Christine Raquel Cruz-Arvayo (2026 PUSD candidate, PUSD program administrator).",4fe30078-fd83-4d42-aca0-83ea14062dd7
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Roberta Bacon,pomona unified,CLOSED,2024-12-10,f,Nonpartisan,NO_EVIDENCE,medium,,https://web.archive.org/web/2010/http://www.smartvoter.org/2009/11/03/ca/la/race/01507000/,"Roberta A. Perlman 3,253 votes 19.16% Occupation: Doctor of Optometry",2001-2026,False,Likely a garbled copy of real trustee Roberta A. Perlman (on the board since 2009; ran in 2005 as 'Roberta A. Perlman-Hensen'). No 'Roberta Bacon' appears in any PUSD roster. Suggest checking for a duplicate of Perlman rather than a separate person.,04fcc309-611e-4678-808b-87ca80f95ac6
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Eric Sheridan,redondo beach unified,CLOSED,2025-02-28,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20240601000000/https://www.rbusd.org/apps/pages/index.jsp?uREC_ID=853112&type=d,Rolf Strutzenberg Board Member E-Mail: [email protected] Elected to the Board March 2021 Current Term Expires March 2025,"2010-2026 (terms back to 2007): district member pages 2010, 2012, 2014, 2016, 2017, 2024, 2026 + Daily Breeze 2019",True,"Top hit is an unrelated Goldman Sachs analyst. Every seat is accounted for: 2007-11 Carl Clark, Arlene Staich; 2009-13 Drew Gamet, Todd Loewenstein, Jane Diehl; 2011-15 Anita Avrick, Laura Emdee; 2013-17 and 2017-21 Brad Serkin, Michael Christensen, Brad Waller; 2015-19 Avrick (left 2018, Flinn join",52e2ca7c-cf20-490e-97dd-57741a95fb52
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Maggie McLaughlin,redondo beach unified,CLOSED,2025-02-28,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20240601000000/https://www.rbusd.org/apps/pages/index.jsp?uREC_ID=853112&type=d,Rolf Strutzenberg Board Member E-Mail: [email protected] Elected to the Board March 2021 Current Term Expires March 2025,"2010-2026 (terms back to 2007): district member pages 2010, 2012, 2014, 2016, 2017, 2024, 2026 + Daily Breeze 2019",True,"Only LinkedIn profiles of unrelated people. Every seat is accounted for: 2007-11 Carl Clark, Arlene Staich; 2009-13 Drew Gamet, Todd Loewenstein, Jane Diehl; 2011-15 Anita Avrick, Laura Emdee; 2013-17 and 2017-21 Brad Serkin, Michael Christensen, Brad Waller; 2015-19 Avrick (left 2018, Flinn joined)",f5925180-4bec-4ab9-9dae-068ad3c8b657
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Mark Schilit,redondo beach unified,CLOSED,2023-02-28,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20240601000000/https://www.rbusd.org/apps/pages/index.jsp?uREC_ID=853112&type=d,Rolf Strutzenberg Board Member E-Mail: [email protected] Elected to the Board March 2021 Current Term Expires March 2025,"2010-2026 (terms back to 2007): district member pages 2010, 2012, 2014, 2016, 2017, 2024, 2026 + Daily Breeze 2019",True,"No relevant hits. Every seat is accounted for: 2007-11 Carl Clark, Arlene Staich; 2009-13 Drew Gamet, Todd Loewenstein, Jane Diehl; 2011-15 Anita Avrick, Laura Emdee; 2013-17 and 2017-21 Brad Serkin, Michael Christensen, Brad Waller; 2015-19 Avrick (left 2018, Flinn joined), David Witkin; 2019-23 Wi",5977fd63-62f6-471d-b379-046423e7fc75
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Naomi Kim,redondo beach unified,CLOSED,2025-02-28,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20240601000000/https://www.rbusd.org/apps/pages/index.jsp?uREC_ID=853112&type=d,Rolf Strutzenberg Board Member E-Mail: [email protected] Elected to the Board March 2021 Current Term Expires March 2025,"2010-2026 (terms back to 2007): district member pages 2010, 2012, 2014, 2016, 2017, 2024, 2026 + Daily Breeze 2019",True,"Only people-search listings. Every seat is accounted for: 2007-11 Carl Clark, Arlene Staich; 2009-13 Drew Gamet, Todd Loewenstein, Jane Diehl; 2011-15 Anita Avrick, Laura Emdee; 2013-17 and 2017-21 Brad Serkin, Michael Christensen, Brad Waller; 2015-19 Avrick (left 2018, Flinn joined), David Witkin;",bbff7247-f129-41ef-8d39-393b3c973163
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Rosie Ferree,redondo beach unified,CLOSED,2023-02-28,f,Nonpartisan,NO_EVIDENCE,high,,https://web.archive.org/web/20240601000000/https://www.rbusd.org/apps/pages/index.jsp?uREC_ID=853112&type=d,Rolf Strutzenberg Board Member E-Mail: [email protected] Elected to the Board March 2021 Current Term Expires March 2025,"2010-2026 (terms back to 2007): district member pages 2010, 2012, 2014, 2016, 2017, 2024, 2026 + Daily Breeze 2019",True,"Only hits are a Rosie Ferree in Colorado (people-search/LinkedIn); no Redondo tie. Every seat is accounted for: 2007-11 Carl Clark, Arlene Staich; 2009-13 Drew Gamet, Todd Loewenstein, Jane Diehl; 2011-15 Anita Avrick, Laura Emdee; 2013-17 and 2017-21 Brad Serkin, Michael Christensen, Brad Waller; 2",00c36fe6-86e1-4bd8-bfd7-417739ce553e
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Cary Romo Nakayama,rowland unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,"No person with this name in any Rowland roster or election found (2000-2026). Real Rowland trustee Cary C. Chen (2009-present) shares the first name only. The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster chec",9b1ebb14-fc87-4705-8639-667d8f3b3101
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jeff Mata,rowland unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,"No person with this name in any Rowland roster or election found (2000-2026). A Jose M. Mata sits on the Baldwin Park USD board (2024-), a different person and district. The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; ",7d4241b8-cc27-48a0-9b76-f205f2eeca84
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Jeff Seawright,rowland unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,"No person with this name in any Rowland roster or election found (2000-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: rowland.k12.ca.us board pages on Wayback ",015e3a37-ac58-49a1-8483-1343f33a9356
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Marilyn Solorzano,rowland unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,"No person with this name in any Rowland roster or election found (2000-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: rowland.k12.ca.us board pages on Wayback ",296f315f-bb67-4816-9bcd-a59108ce972a
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Mike Bhatt,rowland unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,2000-2026,False,"No person with this name in any Rowland roster or election found (2000-2026). The shared WebSearch budget for the session ran out during this packet, so fewer than 2 web searches were possible for this name; the roster check was done in full. Roster sources: rowland.k12.ca.us board pages on Wayback ",9dc46319-a05f-4370-9ab6-8577bb61fb91
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Estela Sanchez-Torres,san gabriel unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2005, 2008, 2015-2026 (gap 2009-2014)",False,"No hit for this name tied to any school board. Per the packet hint, the name resembles Esthela Torres de Siegrist (El Monte UHSD); no source links the two, so not WRONG_SEAT.",d46f8101-1cc9-4f2f-8e6a-ceb58febba8b
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Megan Ngo,san gabriel unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2005, 2008, 2015-2026 (gap 2009-2014)",False,Only people-finder records (a Megan Ngo once had a San Gabriel address). Nothing ties the name to the SGUSD board. Absent from all rosters found.,e526fc4e-536d-4878-b1f0-5d2b903a6ee0
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Nora Martinez,san gabriel unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2005, 2008, 2015-2026 (gap 2009-2014)",False,Common name; no source ties a Nora Martinez to SGUSD. Absent from all rosters found.,8825a1a2-c225-47d3-8848-8fa687f0f7ba
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Yvette Vivanco,san gabriel unified,CLOSED,2024-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2005, 2008, 2015-2026 (gap 2009-2014)",False,No hit. Absent from all rosters found. Our end date 2024-11-30 falls in the RR/CC-covered era (no filing).,a4ed6e28-252b-4bd5-a6f2-ddb96c37aa3f
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Yvonne Marquez,san gabriel unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2005, 2008, 2015-2026 (gap 2009-2014)",False,"No source ties this name to SGUSD. Absent from 2005, 2008 and 2015-2026 rosters. Our end date 2022-11-30 falls in the RR/CC-covered era (no filing).",3aeeb9e8-68e7-4bd3-a4ff-19958d46debd
B NO EVIDENCE,clear party; deactivate; keep term (tag as unverified); is_incumbent=false,Ann Huang,san marino unified,CLOSED,2022-11-30,f,Nonpartisan,NO_EVIDENCE,medium,,,,"2008-2013 continuous, all 5 seats with term-expiry dates (smusd.us members.jsp snapshots Aug 2008, Oct 2009, Mar 2012, Dec 2013); 2013 result (Patch); 2018-2026 RR/CC candidates",True,Common name. Only San Marino Schools Foundation donor lists show people surnamed Huang. roster_complete covers 2008-2013 only.,1a7a4b31-f17f-4e95-954b-0cd7f78b5e85
